Item_Weight,Item_Visibility,Item_MRP,Item_Outlet_Sales,Item_Visibility_MeanRatio,Outlet_Years,Item_Fat_Content_0,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Item_Type_Combined_0,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
15.85,0.007160908,39.348,719.064,0.9241603474723505,21,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
18.6,0.012643035,119.8414,365.5242,0.9982383723351117,36,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
13.8,0.14215211,263.5884,2384.8956,0.8764947320437083,16,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
19.1,0.097280981,232.6958,5375.0034,0.9348909888291991,16,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
9.0,0.050786366,152.2024,3643.2576,1.0047208989447256,16,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
6.67,0.12367891,88.9514,885.514,0.9538495123676412,21,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
13.6,0.010008699,176.737,4940.236,0.9310778942265109,24,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
19.85,0.044566659,88.5856,703.0848,0.9237238248237126,24,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
13.8,0.056596985,230.9984,9267.936,0.9942317062330958,38,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
8.88,0.086764795,153.8682,1829.6184,0.9333075276156645,19,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
19.5,0.082719632,179.3002,2865.6032,0.8733323643390327,21,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
19.1,0.096715523,235.0958,3038.0454,0.9294568167708253,19,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
19.0,0.111830282,105.4622,952.7598,0.9215224076892089,36,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
12.85,0.033271818,196.5768,5715.2272,0.8760887678259643,24,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
17.7,0.027779381,50.1034,97.2068,1.5627459891956035,25,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
6.765,0.087437069,106.1306,1672.4896,1.0010958855324463,21,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
16.1,0.024999711,97.841,1255.033,0.9355478271276312,21,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
7.42,0.020423549,249.0092,2988.1104,0.9257609335227467,24,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
7.075,0.058465268,145.3128,1869.5664,0.876502764334474,21,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
8.3,0.03555434,37.4506,796.9626,0.8796766158178,16,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
17.7,0.23653561,184.1924,185.0924,1.5468745538282103,38,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
20.6,0.048010812,187.7556,3004.0896,0.8760887570380275,24,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
7.285,0.03100078,177.0054,2101.2648,0.9251308240506223,38,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
19.1,0.177270016,174.0422,1724.422,0.8713654018005579,26,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
14.5,0.041482394,40.0454,209.727,0.8767064513594306,16,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
17.6,0.015950066,47.7402,1975.4286,0.8704928597204488,38,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
11.1,0.135692831,220.0482,2628.5784,0.9287671729919758,14,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
11.395,0.009878459,47.6034,1312.2918,0.9247470842051572,26,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
21.25,0.01005532,183.1608,2756.412,0.8796766371348218,16,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
14.15,0.034705807,241.6828,4873.656,0.9287446543676611,38,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
8.1,0.127929521,211.4902,3610.6334,1.0103012530832567,36,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
9.395,0.103731617,236.9932,4242.4776,1.0151914007826977,19,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
12.5,0.073735058,87.1198,1657.1762,0.9296326083306704,26,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
19.85,0.005264755,264.5884,5829.7448,0.9385429606992639,16,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
10.3,0.070149088,264.5226,3436.1938,0.8760887564406973,24,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
7.825,0.150319469,156.9288,1571.288,0.9315179236096337,21,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
9.1,0.080619969,47.4718,472.718,0.878292066968421,14,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
7.855,0.07743610455555555,220.1482,4600.0122,0.8999999999999998,14,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
6.26,0.016516867,151.1366,453.4098,1.4641167033003133,25,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
17.7,0.146973462,184.1292,547.2876,1.458487048929113,25,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
12.85,0.121702394,42.7428,703.0848,0.9241490681200684,19,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
20.5,0.143574191,37.219,476.047,1.0174426273159762,21,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
13.15,0.024651269,179.5686,1422.1488,0.8747287921460339,26,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
15.2,0.033651278,108.9912,1965.4416,0.8732632517531423,24,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
8.85,0.112893431,123.3388,2972.1312,1.001095885797975,21,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
13.8,0.024660202,87.4172,178.4344,1.4641166618073946,25,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
14.6,0.05911748,181.5976,4165.2448,0.8704928783071336,38,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
19.5,0.077292302,235.3958,6309.7866,0.8727897619355088,24,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
15.5,0.126791761,262.1568,527.3136,1.464116664673641,25,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
20.25,0.036326064,220.1482,3066.6748,0.9296326103992442,26,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
16.5,0.028395167,91.7146,2462.7942,0.9982383411679011,36,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
16.25,0.039207025,116.1176,2633.9048,1.017191948462862,24,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
6.115,0.011372972,89.6488,1267.6832,0.8747287780338843,26,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
18.85,0.036111038,58.1562,1185.124,1.001095899589835,21,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
18.5,0.045425939,144.9102,1895.5326,0.9322492420013951,36,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
18.0,0.141997869,90.5514,2036.6822,0.9251308176505677,38,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
11.8,0.076705948,34.7558,780.9834,0.8745633911244588,19,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
18.6,0.170646494,46.3376,2109.2544,0.9289635968935229,38,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
16.25,0.025776994,169.9474,2863.6058,0.8760887538849449,24,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
15.35,0.013951504,36.719,622.523,0.8672149531015366,38,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
18.5,0.02586664,88.9172,1695.1268,0.9260469444866585,14,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
9.6,0.027399064,258.3304,4133.2864,1.0010958903408869,21,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
11.8,0.058827557,80.8618,1288.9888,0.931077933993391,24,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
19.35,0.033082215,172.5738,4865.6664,0.9221155127052101,19,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
19.6,0.025429614,151.7024,2884.2456,1.0168074585008426,16,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
18.75,0.034141213,211.9218,3419.5488,1.0098517027442313,38,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
10.5,0.094145821,210.8244,2117.244,1.0031395412617992,14,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
5.0,0.044004675,188.853,5502.837,0.9916442936683487,26,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
7.47,0.1180156103,211.8218,6411.654,0.7692307692307692,21,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
4.615,0.102407778,234.33,3961.51,1.0051717190935496,16,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
14.3,0.127435585,86.8224,852.224,0.8740008661165826,36,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
20.35,0.149753132,259.7594,784.9782,1.5560143941719233,25,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
20.0,0.10399676,107.4622,1587.933,0.9215224081179861,36,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
7.725,0.047977607,249.5092,2241.0828,0.8754594601126913,14,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
8.85,0.113302223,125.1388,1114.5492,1.0047208973307287,16,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
15.1,0.0885665866,60.2194,1733.7432,0.8333333333333333,38,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
19.25,0.102349519,52.7956,928.1252,0.8796766148142439,16,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
5.405,0.053839714,198.6742,2388.8904,0.9260469406048062,14,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
15.85,0.13689554,176.437,529.311,1.459394690068199,25,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
9.6,0.006316495899999999,163.9184,4293.0784,0.8333333333333333,19,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
9.6,0.085125951,107.128,1278.336,0.876502769605062,21,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
5.655,0.175793413,146.9102,1749.7224,0.8749847704388904,14,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
16.1,0.023463124,190.6846,9554.23,0.9251308092398213,38,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
9.3,0.066918731,184.2292,1641.8628,0.8736759286665906,21,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
12.5,0.071534226,124.902,1771.028,0.8754594500924933,14,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
20.35,0.012867462800000002,234.4958,1402.1748,0.8333333333333335,21,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
9.6,0.02734361,257.8304,1808.3128,0.9990697345750197,26,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
20.2,0.112549008,123.1046,1120.5414,0.9241603442757947,21,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
7.5,0.08272372542857143,59.2588,916.1408,0.875,24,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
10.195,0.146692433,194.5794,4096.6674,0.9544017717048585,16,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
7.42,0.0258457,188.9872,2458.1336,0.8782920839593635,14,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
11.8,0.058725131,82.3618,1208.427,0.9294568129859827,19,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
8.97,0.092997032,55.2956,873.5296,0.8745633876835431,19,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
7.97,0.04021623,90.4514,1328.271,0.8534729493002913,16,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
7.06,0.043989429,60.2904,644.4944,0.8852259479555149,21,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
19.75,0.041533438,119.8466,2239.0854,0.9334195323373166,14,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
8.155,0.119428052,190.853,2466.789,0.8745633878123862,19,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
16.75,0.18358896,154.663,312.926,1.6192665551492496,38,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
15.85,0.078999287,38.6506,759.012,0.8796766122803622,16,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
11.1,0.035997543,176.9712,3691.1952,0.8740008708216456,36,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
11.1,0.010658153,83.0908,1593.9252,0.923723857390108,24,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
6.175,0.1867793615,94.9752,1534.0032,0.9090909090909092,21,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
8.38,0.04688734,107.957,2966.139,0.9990697486265081,26,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
8.895,0.088305478,123.473,1478.076,0.8745633895528847,19,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
15.7,0.045166237,178.666,2516.724,0.8740008676956751,36,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
17.2,0.0120098,163.1184,2807.0128,0.9221155397508797,19,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
17.0,0.119285634,247.4434,2980.1208,0.928858984039323,36,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
8.88,0.086957199,152.5682,1372.2138,0.9353771700500568,21,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
16.25,0.078290271,93.1804,1194.4452,0.9517970364790153,24,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
4.785,0.092516598,120.1098,1325.6078,0.8740008613438396,36,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
16.75,0.029595637,40.9822,864.2084,0.9942317198805116,38,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
16.75,0.12961476,86.1856,1406.1696,0.888238772879192,16,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
16.0,0.076975118,46.2086,490.6946,0.9237238316983158,24,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
6.3,0.127968205,209.627,3984.813,0.9334195351350876,14,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
20.6,0.082602127,120.9756,3877.6192,0.9251308136627844,38,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
14.15,0.05837308,243.9828,731.0484,1.562092649480124,25,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
19.85,0.044489064,89.4856,1054.6272,0.922115529479267,19,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
20.75,0.021250002,150.5024,2580.6408,0.9580239938387693,26,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
7.72,0.052061483,76.7986,1324.2762,0.8760887612769782,24,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
12.6,0.055806016,52.4982,1209.7586,0.9942317148713475,38,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
16.0,0.073080167,228.4668,2534.0348,1.0716474231211779,16,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
5.695,0.109784056,256.0646,1288.323,1.5560143918690739,25,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
5.46,0.107223632,144.8786,3323.0078,0.8760887644704503,24,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
9.3,0.066459891,184.2292,4560.73,0.8676854166362686,38,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
7.97,0.034647829,171.2422,3103.9596,0.9648404975251474,16,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
21.1,0.029173031,145.7786,1444.786,0.9275067700464972,16,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
12.15,0.058142797,162.1552,3086.6488,0.9178236938555457,38,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
12.65,0.105265475,159.9578,962.7468,1.5560143879055928,25,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
11.35,0.030981392,51.9008,708.4112,0.8884076294923262,16,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
7.475,0.076036381,153.9656,2625.9152,0.9334195383040254,14,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
18.85,0.090867297,127.3336,3962.8416,0.9222899134490377,26,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
5.785,0.054066567,87.0856,1406.1696,0.8749689178384322,14,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
14.65,0.172357491,50.8692,788.3072,0.9302815688364665,16,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
8.27,0.214125129,183.9924,185.0924,1.4593946882865725,25,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
16.7,0.119462225,182.7976,1810.976,0.8747287892432072,26,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
15.0,0.153861181,108.5938,1393.5194,0.9982383500751928,36,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
20.0,0.136124989,38.319,146.476,1.458603385177457,25,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
17.1,0.046808553,141.4838,1404.838,0.8747287857495686,26,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
9.6,0.040969757,188.7214,376.8428,1.5560143812991358,25,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
19.7,0.064921764,88.1198,1744.396,0.8747287900749351,26,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
10.8,0.082150145,192.9504,7478.2656,0.8704928816515973,38,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
13.65,0.080765853,262.8936,4958.8784,0.9310779409648317,24,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
13.15,0.094450618,141.4812,284.9624,1.4641166713132623,25,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
9.0,0.121765124,264.1884,264.9884,1.5315371972065435,38,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
19.1,0.067676056,40.8796,371.5164,0.9275067625315714,16,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
6.035,0.141542481,153.1998,1537.998,0.8765027669590815,21,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
11.5,0.014883661,174.508,3635.268,1.0006230253869757,24,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
5.425,0.114472403,88.3514,2833.6448,0.8747287937268466,26,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
11.3,0.054507422,96.3094,666.4658,0.9252498489613952,36,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
10.5,0.142511272,158.7578,2246.4092,0.9294568208078093,19,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
15.5,0.12639886,177.0028,2479.4392,0.9348909885210056,16,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
8.365,0.039811272,191.3188,2285.0256,0.998238351153498,36,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
8.115,0.032152786,157.3972,1869.5664,0.8745633981164642,19,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
17.6,0.041851756,162.7526,3124.5994,0.8796766134208527,16,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
6.38,0.015149955,144.047,3149.234,0.9215224239073324,36,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
5.15,0.06112617,122.5388,371.5164,0.8711820928468418,36,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
7.435,0.122837694,208.7638,3105.957,0.8747287938233866,26,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
7.855,0.161516894,37.0848,447.4176,1.0506311294895228,19,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
17.6,0.010031539,161.5552,1787.0072,0.9288589898490578,36,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
5.785000000000001,0.04016342,181.166,3415.554,0.9942317006842589,38,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
6.985,0.137580452,182.8608,4042.7376,0.926871390366236,24,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
12.15,0.037864854,63.0826,322.913,0.8707097334792094,36,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
7.3,0.144167934,146.3076,886.8456,1.4641166688007208,25,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
16.85,0.138742518,147.476,3368.948,0.8676854202437658,38,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
