Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Item_Outlet_Sales,Item_Visibility_MeanRatio,Outlet_Years,Item_Fat_Content_0,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Item_Type_Combined_0,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
10.5,0.084404264,49.5376,OUT019,143.8128,1.6775683356926094,38,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
19.6,0.039577173,166.1526,OUT046,2960.1468,0.9222899282215471,26,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
19.2,0.022914478,181.195,OUT035,2380.235,1.2848516240278327,19,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
16.35,0.029420857,256.9646,OUT013,4637.9628,0.9982383447118488,36,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
14.3,0.130415118,75.9328,OUT046,1158.492,0.9990697490455158,26,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
12.85,0.108102606,233.3642,OUT013,3950.1914,1.1708342310134479,36,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
12.0,0.020312314,98.1042,OUT027,2777.7176,1.4212895812043824,38,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
8.05,0.164542555,112.2518,OUT013,1707.777,0.9982383488572651,36,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
8.975,0.050837748,84.9224,OUT018,1278.336,1.0,14,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
7.75,0.082915017,34.9558,OUT035,645.1602,1.0276379941199014,19,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
7.64,0.070847865,91.712,OUT045,2050.664,1.0010958903761171,21,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
8.97,0.092997032,55.2956,OUT035,873.5296,0.8745633876835431,19,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
7.855,0.162461219,39.2848,OUT017,857.5504,1.2916123630443828,16,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
20.2,0.096709408,175.8028,OUT045,3896.2616,1.0010958902103082,21,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
18.25,0.074830794,125.9046,OUT027,4482.1656,0.9942317103165587,38,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
15.1,0.1519549118,195.211,OUT013,3142.576,1.0,36,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
13.5,0.021392306,182.0976,OUT027,6157.3184,1.0315985439048667,38,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
20.25,0.025953257,179.5976,OUT046,2535.3664,0.9222899018075827,26,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
11.6,0.241055611,238.5222,OUT010,717.0666,1.4641166656756395,25,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
5.615,0.12566436,123.473,OUT013,1231.73,1.299969538568432,36,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
9.13,0.051928034,151.4024,OUT049,1973.4312,0.9237238374920228,24,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
9.695,0.113917889,158.2604,OUT035,2693.8268,0.9217852063535833,19,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
6.885,0.140008554,108.7228,OUT046,2542.0244,0.8747287905082382,26,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
17.25,0.073135768,77.2986,OUT018,1012.6818,0.9334195348255673,14,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
14.0,0.041949832,54.064,OUT035,1118.544,0.958397145247202,19,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
7.435,0.122242847,207.5638,OUT027,4555.4036,0.8704928807101084,38,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
16.5,0.066249551,183.3292,OUT046,2006.7212,1.03292511097503,26,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
17.0,0.119570595,249.7434,OUT049,4221.8378,0.931077931753939,24,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
6.865,0.014072399,127.3652,OUT017,1679.1476,1.1479635736654163,16,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
19.6,0.040550868,45.5718,OUT010,47.2718,1.5560144182722553,25,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
8.485,0.058083831,103.199,OUT013,722.393,0.9215224166617568,36,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
18.85,0.16758389,194.6136,OUT046,2721.7904,0.9222899155938116,26,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
20.0,0.034563936,45.3086,OUT017,490.6946,1.0430713386255843,16,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
19.2,0.03975836033333333,127.831,OUT045,1298.31,1.0,21,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
12.6,0.074070351,254.2356,OUT045,4578.0408,0.9315179263154074,21,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
17.35,0.167351411,176.0712,OUT035,2109.2544,0.8745633909731805,19,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
13.0,0.0469324802,173.6054,OUT013,1751.054,1.0,36,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
16.5,0.012305277333333333,37.3506,OUT027,1024.6662,1.0,38,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
19.0,0.026986367,127.1336,OUT046,2812.3392,0.8747287963523015,26,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
19.6,0.09370568,253.8698,OUT027,3297.7074,0.9178236893517705,38,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
15.3,0.084354713,215.5218,OUT027,4915.6014,0.9544539627185111,38,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
7.365,0.160216552,93.512,OUT049,1677.816,0.8760887601542565,24,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
16.0,0.173574402,214.0902,OUT019,1061.951,1.7996017690215165,38,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
18.35,0.094296835,84.3882,OUT046,1116.5466,0.8747287947081319,26,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
7.72,0.074669288,76.3986,OUT013,1402.1748,0.9288589897833825,36,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
7.02,0.049865399,82.925,OUT046,1165.15,1.1725197936522758,26,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
19.85,0.06478563,123.7704,OUT017,2503.408,1.1487676831325075,16,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
8.3,0.05046718,97.6384,OUT010,197.0768,1.597250986699497,25,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
6.59,0.105577348,85.6908,OUT035,1929.4884,0.9294568181183036,19,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
18.85,0.139087683,251.7724,OUT017,3020.0688,1.147307020212601,16,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
13.65,0.073209447,197.6426,OUT018,2768.3964,0.8782920695301611,14,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
10.395,0.031288338,159.5604,OUT045,2852.2872,0.8765027690960844,21,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
14.5,0.112161697,154.4682,OUT019,152.4682,1.678213172661776,38,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
20.25,0.02593166,182.5976,OUT013,3078.6592,0.9215224183657419,36,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
4.615,0.102038294,231.93,OUT045,2563.33,1.0015450915588953,21,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
16.0,0.115032648,58.0246,OUT027,2143.2102,0.8704928796952344,38,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
9.695,0.224607399,223.1404,OUT019,450.0808,1.531537196360362,38,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
16.6,0.1189452657777778,173.3738,OUT046,2085.2856,1.0,26,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
8.6,0.0568303445,131.531,OUT049,2466.789,1.0,24,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
9.8,0.056386541,84.6908,OUT046,503.3448,1.1408538854115367,26,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
6.235,0.119157788,263.791,OUT018,2103.928,0.9260469353380724,14,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
13.65,0.076860103,55.993,OUT027,1471.418,0.8704928737410446,38,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
7.27,0.071222087,113.5518,OUT045,569.259,0.9241603497087073,21,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
13.65,0.072559351,199.3426,OUT027,3757.1094,0.8704928826132966,38,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
7.785,0.140121306,102.5306,OUT018,1358.8978,1.1642771148249302,14,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
8.895,0.105110692,41.1138,OUT046,690.4346,1.0280725166208364,26,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
9.0,0.050256161,150.9024,OUT027,4857.6768,0.9942317049704021,38,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
9.6,0.011211251,166.9184,OUT010,660.4736,1.7749162158088319,25,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
8.315,0.035572183,144.4444,OUT046,2902.888,0.9589528532414074,26,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
11.8,0.113307794,187.0924,OUT035,1850.924,0.8745633884392269,19,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
7.42,0.019855227666666666,248.8092,OUT027,6474.2392,1.0,38,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
12.15,0.079592733,37.3506,OUT045,645.1602,1.0394975856117334,21,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
8.185,0.06780958,118.1808,OUT019,234.3616,1.5315371989527995,38,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
11.15,0.008326735,149.9708,OUT017,1956.1204,1.0333845843203253,16,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
14.65,0.120624771,261.7594,OUT010,523.3188,1.5560143950821652,25,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
6.425,0.093002339,177.7712,OUT027,4921.5936,0.925130813080714,38,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
13.8,0.141352562,264.1884,OUT046,3179.8608,0.9587212848917251,26,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
15.85,0.069240685,217.5166,OUT045,653.1498,0.8765027612380413,21,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
16.6,0.016276741,109.8596,OUT018,1617.894,0.8782920490290853,14,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
12.15,0.242768664,226.5404,OUT010,225.0404,1.6050904904214867,25,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
11.65,0.033851785,112.186,OUT035,1018.674,0.9221155282005107,19,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
6.96,0.077630199,90.9146,OUT017,1459.4336,1.0469409833931704,16,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
8.355,0.187850233,146.5418,OUT049,2501.4106,0.9599921609135547,24,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
17.25,0.047266211,97.0068,OUT046,1846.9292,1.0366184135475411,26,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
18.85,0.042614361,255.333,OUT013,1794.331,0.9215224154849746,36,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
13.15,0.038029746,88.6856,OUT045,1757.712,0.9315179272961446,21,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
5.32,0.092865746,100.6674,OUT035,2648.5524,1.0273024331537985,19,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
7.85,0.162980276,145.2444,OUT046,1451.444,0.999518036453603,26,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
20.85,0.094512029,104.5648,OUT010,207.7296,1.464116668176503,25,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
15.7,0.031685529,63.1536,OUT010,122.5072,1.4641166863727273,25,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
6.115,0.007084185,191.153,OUT017,3415.554,1.0420005843000193,16,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
9.0,0.06720242022222223,55.2614,OUT018,552.614,1.0,14,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
17.1,0.037679787222222226,167.0842,OUT018,1326.2736,1.0,14,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
18.85,0.042891098,257.633,OUT017,5382.993,0.9275067677716149,16,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
13.1,0.020769677,117.5782,OUT027,2741.0986,1.0225961094320348,38,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
6.36,0.119959873,45.506,OUT027,885.514,0.9251308141745981,38,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
20.25,0.021002171,185.1924,OUT019,555.2772,2.333498702443413,38,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
13.1,0.044155597,178.8318,OUT013,3969.4996,1.2835635625069755,36,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
12.1,0.147663025,106.028,OUT027,1810.976,1.1370316410621344,38,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
11.15,0.032321608,165.6526,OUT045,1315.6208,0.9241603586255107,21,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
12.5,0.006759519,42.8112,OUT013,639.168,0.998238301533206,36,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
16.0,0.099053537,212.6902,OUT013,637.1706,1.0269770101989937,36,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
10.895,0.020951848,255.3672,OUT046,767.0016,0.9990697311575975,26,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
12.35,0.163148041,116.6124,OUT027,3199.8348,0.8704928777690488,38,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
8.43,0.017396308,196.0768,OUT018,4138.6128,1.0416196261070614,14,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
7.68,0.118672537,192.2162,OUT010,384.8324,1.4641166661291034,25,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
13.35,0.032230526,61.4194,OUT049,743.0328,1.0006230313483242,24,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
10.5,0.01100413,167.1842,OUT045,2984.1156,0.9241603689879161,21,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
6.865,0.056830682,214.0218,OUT046,5556.7668,0.8747287944231162,26,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
16.75,0.008191729,103.5674,OUT046,1629.8784,0.9581336819190134,26,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
19.7,0.041730507,109.2912,OUT035,2402.2064,0.9221155219420537,19,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
5.32,0.09039766966666667,101.7674,OUT013,1120.5414,1.0,36,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
14.35,0.028519419,109.2228,OUT010,221.0456,1.464116642368184,25,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
12.6,0.031598706,172.9764,OUT045,2233.0932,0.8765027676306022,21,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
8.785,0.025967624,119.9414,OUT046,1462.0968,1.1416630169968862,26,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
13.35,0.016765330000000002,77.6012,OUT046,986.7156,1.0,26,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
9.395,0.039928582,83.2908,OUT013,1258.362,0.9215224137073121,36,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
15.2,0.091318935,230.7352,OUT027,8474.3024,0.8704928823641588,38,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
7.21,0.144856342,100.5332,OUT049,1127.8652,1.03900659261286,24,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
17.1,0.073700837,207.1638,OUT027,7247.233,1.0227997390383783,38,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
19.7,0.0650227,87.0198,OUT049,697.7584,0.8760887596708783,24,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
7.975,0.014660821,85.125,OUT045,2663.2,1.001095877413661,21,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
13.65,0.026579951,34.7532,OUT013,683.1108,1.0601890792074944,36,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
15.0,0.07357181269999999,235.6248,OUT049,1896.1984,1.0,24,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
18.85,0.036111038,58.1562,OUT045,1185.124,1.001095899589835,21,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
19.35,0.049712775,78.2644,OUT049,1492.7236,0.8760887663436419,24,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
16.5,0.093846532,95.7068,OUT035,1069.2748,1.141426410713407,19,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
15.2,0.019018943,238.7248,OUT013,1659.1736,0.928858991547874,36,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
7.27,0.07136748,111.8518,OUT018,2277.036,0.926046933651764,14,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
17.85,0.052471995,123.7072,OUT017,2450.144,0.9275067721642937,16,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
17.2,0.025205909,149.1418,OUT049,1177.1344,0.960068750708218,24,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
6.135,0.114475357,160.9236,OUT027,2255.7304,0.9251308201298857,38,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
13.6,0.11830085,196.2136,OUT017,1944.136,0.9348909840474307,16,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
9.195,0.108501676,183.6634,OUT017,2362.9242,1.0387677611416835,16,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
12.65,0.035482562,231.401,OUT045,2526.711,0.876502772277147,21,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
17.7,0.012540003,167.0474,OUT035,5895.659,1.0367073971507692,19,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
11.15,0.105307659,102.0648,OUT046,1038.648,0.9990697503716062,26,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
6.03,0.021421848700000003,175.1028,OUT049,1593.9252,1.0,24,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
6.13,0.076891526,61.5536,OUT045,796.2968,1.143821733319994,21,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
6.985,0.137580452,182.8608,OUT049,4042.7376,1.0298571004069288,24,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
15.5,0.02524761,81.9934,OUT027,3439.5228,0.9251308148876544,38,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
5.695,0.065960909,259.2646,OUT017,9275.9256,0.9348909800232404,16,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
16.5,0.079837509,102.1332,OUT049,1743.0644,0.9310779335599682,24,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
8.975,0.009058845,103.399,OUT046,2579.975,0.8628491234059187,26,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
12.1,0.019314961,164.6526,OUT010,657.8104,1.5560144167060939,25,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
10.3,0.058778429,187.853,OUT013,2656.542,1.059531920175118,36,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
13.3,0.06356617,151.3708,OUT046,3611.2992,0.9222899172798626,26,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
8.895,0.06828872420000001,178.437,OUT046,1235.059,1.0,26,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
15.1,0.1748389,142.8786,OUT019,433.4358,1.794233985720053,38,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
10.0,0.021468792,251.675,OUT045,4244.475,1.1442114297124686,21,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
7.17,0.059438787,130.9968,OUT027,4828.3816,0.9251308103831208,38,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
17.35,0.04199701525,101.9016,OUT013,1821.6288,1.0,36,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
7.975,0.014628382,82.325,OUT035,1331.6,0.9988808207556866,19,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
16.5,0.028395167,91.7146,OUT013,2462.7942,0.9982383411679011,36,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
15.2,0.097457483,114.4492,OUT018,579.246,0.8782920713405094,14,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
